web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,prix,adresse,type_chaussures,image_lien-src
"1739486927-392","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","4 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg"
"1739486927-393","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","4 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg"
"1739486927-394","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","4 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg"
"1739486927-395","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","4 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg"
"1739486927-396","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","4 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg"
"1739486933-397","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739486933-398","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1739486933-399","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4513355_uploaded_image1_1703506842.jpg"
"1739486933-400","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464312_uploaded_image1_1700415241.jpg"
"1739486933-401","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464284_uploaded_image1_1700414113.jpg"
"1739486933-402","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg"
"1739486933-403","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg"
"1739486933-404","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg"
"1739486933-405","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg"
"1739486933-406","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg"
"1739486933-407","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg"
"1739486933-408","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","3 000 CFA","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg"
"1739486939-409","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739486939-410","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1739486939-411","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4513355_uploaded_image1_1703506842.jpg"
"1739486939-412","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464312_uploaded_image1_1700415241.jpg"
"1739486939-413","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464284_uploaded_image1_1700414113.jpg"
"1739486939-414","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg"
"1739486939-415","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg"
"1739486939-416","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg"
"1739486939-417","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg"
"1739486939-418","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg"
"1739486939-419","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg"
"1739486939-420","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg"
"1739486946-421","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1739486946-422","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4516156_uploaded_image1_1703690655.jpg"
"1739486946-423","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg"
"1739486946-424","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059370_uploaded_image1_1674301238.jpg"
"1739486946-425","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059365_uploaded_image1_1674301160.jpg"
"1739486946-426","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg"
"1739486946-427","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2797680_uploaded_image1_1606753722.jpg"
"1739486946-428","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2710760_uploaded_image1_1603327864.jpg"
"1739486946-429","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4422835_uploaded_image1_1697766757.jpg"
"1739486946-430","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2594069_uploaded_image1_1599042727.jpg"
"1739486946-431","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1739486946-432","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","9 000 CFA","Yoff, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4139946_uploaded_image1_1679215303.jpg"
"1739486954-433","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739486954-434","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1739486954-435","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4513355_uploaded_image1_1703506842.jpg"
"1739486954-436","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464312_uploaded_image1_1700415241.jpg"
"1739486954-437","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4464284_uploaded_image1_1700414113.jpg"
"1739486954-438","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg"
"1739486954-439","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg"
"1739486954-440","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg"
"1739486954-441","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg"
"1739486954-442","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg"
"1739486954-443","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg"
"1739486954-444","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg"
"1739486960-445","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486960-446","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486960-447","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486960-448","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486960-449","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486960-450","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486960-451","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486960-452","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486960-453","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486960-454","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486960-455","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486960-456","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","6 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486967-457","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486967-458","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486967-459","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486967-460","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486967-461","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486967-462","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486967-463","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486967-464","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486967-465","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486967-466","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486967-467","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486967-468","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486973-469","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486973-470","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486973-471","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486973-472","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486973-473","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486973-474","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486973-475","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486973-476","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486973-477","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486973-478","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486973-479","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486973-480","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","13 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
