web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,prix,adresse,type_chaussures,image_lien-src
"1739486813-207","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739486813-208","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1739486813-209","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1739486813-210","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1739486813-211","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1739486813-212","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1739486813-213","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg"
"1739486813-214","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg"
"1739486813-215","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg"
"1739486813-216","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","9 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3874870_uploaded_image1_1662993234.jpg"
"1739486819-217","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279","11 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4402279_uploaded_image1_1696422852.jpg"
"1739486825-218","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486825-219","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486825-220","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486825-221","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486825-222","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486825-223","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486825-224","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486825-225","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486825-226","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486825-227","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486825-228","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486825-229","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486832-230","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486832-231","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486832-232","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486832-233","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486832-234","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486832-235","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486832-236","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486832-237","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486832-238","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486832-239","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486832-240","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486832-241","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486838-242","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486838-243","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486838-244","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486838-245","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486838-246","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486838-247","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486838-248","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486838-249","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486838-250","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486838-251","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486838-252","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486838-253","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","8 000 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486842-254","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739486842-255","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1739486842-256","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739486842-257","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1739486842-258","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1739486842-259","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1739486842-260","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1739486842-261","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1739486842-262","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg"
"1739486842-263","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg"
"1739486842-264","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg"
"1739486842-265","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","13 000 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3874870_uploaded_image1_1662993234.jpg"
"1739486853-266","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739486853-267","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1739486853-268","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1739486853-269","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1739486853-270","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1739486853-271","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1739486853-272","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514824_uploaded_image1_1703615498.jpg"
"1739486853-273","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4514805_uploaded_image1_1703614843.jpg"
"1739486853-274","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4476393_uploaded_image1_1701209697.jpg"
"1739486853-275","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4452170_uploaded_image1_1699621092.jpg"
"1739486853-276","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4481347_uploaded_image1_1701486467.jpg"
"1739486853-277","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","8 500 CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4404739_uploaded_image1_1696545306.jpg"
"1739486865-278","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4422835_uploaded_image1_1697766757.jpg"
"1739486865-279","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2594069_uploaded_image1_1599042727.jpg"
"1739486865-280","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4392112_uploaded_image1_1695751474.jpg"
"1739486865-281","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1739486865-282","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4516156_uploaded_image1_1703690655.jpg"
"1739486865-283","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg"
"1739486865-284","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059370_uploaded_image1_1674301238.jpg"
"1739486865-285","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4059365_uploaded_image1_1674301160.jpg"
"1739486865-286","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg"
"1739486865-287","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2797680_uploaded_image1_1606753722.jpg"
"1739486865-288","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2710760_uploaded_image1_1603327864.jpg"
"1739486865-289","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","5 000 CFA","Ouest Foire, Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2447627_uploaded_image1_1594918005.jpg"
"1739486873-290","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_4427622_uploaded_image2_1698104491.jpeg"
"1739486873-291","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621862_uploaded_image1_1599941553.jpg"
"1739486873-292","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621852_uploaded_image1_1599941341.jpg"
"1739486873-293","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621850_uploaded_image1_1599941226.jpg"
"1739486873-294","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621842_uploaded_image1_1599941018.jpg"
"1739486873-295","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621836_uploaded_image1_1599940895.jpg"
"1739486873-296","https://sn.coinafrique.com/categorie/chaussures-enfants","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","2 500 CFA","Dakar, Sénégal","Chaussures Enfants","https://images.coinafrique.com/thumb_2621830_uploaded_image1_1599940781.jpg"
